id,url
71570,https://rozetka.com.ua/ua/zyxel-gs3700-24/p357596004/
16268,https://rozetka.com.ua/ua/zyxel-gs2220-10hp-eu0101f/p331047985/
71555,https://rozetka.com.ua/ua/zyxel-gs1900-24ep-eu0101f/p357603873/
74040,https://rozetka.com.ua/ua/zyxel_xgs2210_28_eu0101f/p28971401/
71581,https://rozetka.com.ua/ua/zyxel_xgs1930_52hp_eu0101f/p62639421/
71579,https://rozetka.com.ua/ua/zyxel_xgs1930_28hp_eu0101f/p62636761/
71578,https://rozetka.com.ua/ua/zyxel_xgs1930_28_eu0101f/p62572515/
71575,https://rozetka.com.ua/ua/zyxel_rgs100_5p_zz0101f/p62374401/
71572,https://rozetka.com.ua/ua/zyxel_mes3500_24s_eu01v1f/p87226684/
71571,https://rozetka.com.ua/ua/zyxel_mes3500_10_eu01v1f/p37374632/
71569,https://rozetka.com.ua/ua/zyxel_gs2210_8_eu0101f/p28955601/
71564,https://rozetka.com.ua/ua/zyxel_gs192048hpv2_eu0101f/p195570138/
71562,https://rozetka.com.ua/ua/zyxel_gs192024hpv2_eu0101f/p195570131/
71565,https://rozetka.com.ua/ua/zyxel_gs1920_8hpv2_eu0101f/p62519063/
71563,https://rozetka.com.ua/ua/zyxel_gs1920_24v2_eu0101f/p62550948/
71561,https://rozetka.com.ua/ua/zyxel_gs1900_8hp_eu0102f/p28999521/
71560,https://rozetka.com.ua/ua/zyxel_gs1900_8_eu0101f/p28993993/
71554,https://rozetka.com.ua/ua/zyxel_gs1900_10hp_eu0101f/p28991617/
71553,https://rozetka.com.ua/ua/zyxel_gs1350_6hp_eu0101f/p195570124/
71552,https://rozetka.com.ua/ua/zyxel_gs1350_18hp_eu0101f/p195570117/
71551,https://rozetka.com.ua/ua/zyxel_gs1350_12hp_eu0101f/p195570110/
71549,https://rozetka.com.ua/ua/zyxel_gs1300_10hp_eu0101f/p195570089/
71548,https://rozetka.com.ua/ua/zyxel_gs1200_5hpv2_eu0101f/p47132280/
71547,https://rozetka.com.ua/ua/zyxel_gs1200_5_eu0101f/p57433653/
71544,https://rozetka.com.ua/ua/zyxel_gs1100_10hp_eu0101f/p26618537/
71541,https://rozetka.com.ua/ua/zyxel_gs1008hp_eu0101f/p195570068/
71540,https://rozetka.com.ua/ua/zyxel_gs1005hp_eu0101f/p195570075/
71543,https://rozetka.com.ua/ua/zyxel_gs_108bv3_eu0101f/p57429729/
71542,https://rozetka.com.ua/ua/zyxel_gs_105sv2_eu0101f/p57429375/
71537,https://rozetka.com.ua/ua/zyxel_es1100_8p_eu0102f/p26618737/
71538,https://rozetka.com.ua/ua/zyxel_es_105av3_eu0101f/p53687682/
15162,https://rozetka.com.ua/ua/ubiquiti-usg/p356565795/
12285,https://rozetka.com.ua/ua/ubiquiti-usg-pro-4/p356565336/
11478,https://rozetka.com.ua/ua/ubiquiti-uap-xg/p357373017/
11762,https://rozetka.com.ua/ua/ubiquiti-uap-nanohd/p357378480/
12270,https://rozetka.com.ua/ua/ubiquiti-uap-ac-shd/p357376413/
11761,https://rozetka.com.ua/ua/ubiquiti-uap-ac-m-pro/p354237276/
15376,https://rozetka.com.ua/ua/ubiquiti-uap-ac-hd/p357374724/
12287,https://rozetka.com.ua/ua/ubiquiti-er-4/p356566230/
15155,https://rozetka.com.ua/ua/ubiquiti-afi-hd/p356567187/
12283,https://rozetka.com.ua/ua/ubiquiti_unifi_ap_ac_pro/p9948544/
15378,https://rozetka.com.ua/ua/ubiquiti_unifi_ap_ac_lite/p9947431/
12303,https://rozetka.com.ua/ua/ubiquiti_es_10xp/p101586882/
15385,https://rozetka.com.ua/ua/ubiquiti_edgerouter_x/p24907275/
12305,https://rozetka.com.ua/ua/ubiquiti_ds162684/p24902921/
80728,https://rozetka.com.ua/ua/tp-link-vigi-nvr1008h/p318554734/
80645,https://rozetka.com.ua/ua/tp-link-vigi-nvr1008/p318574414/
80640,https://rozetka.com.ua/ua/tp-link-vigi-c400p-4/p318602728/
80593,https://rozetka.com.ua/ua/tp-link-vigi-c400p-28/p318602722/
80896,https://rozetka.com.ua/ua/tp-link-tl-sx105/p310926558/
80860,https://rozetka.com.ua/ua/tp-link-tl-sx1008/p310925758/
80857,https://rozetka.com.ua/ua/tp-link-tl-sg3210xhp-m2/p350449140/
80859,https://rozetka.com.ua/ua/tp-link-tl-sg108-m2/p310924433/
80858,https://rozetka.com.ua/ua/tp-link-tl-sg105-m2/p310913558/
80827,https://rozetka.com.ua/ua/tp-link-er605/p355683495/
80582,https://rozetka.com.ua/ua/tp-link-eap660-hd/p312952402/
80734,https://rozetka.com.ua/ua/tp-link-eap620-hd/p312913843/
80733,https://rozetka.com.ua/ua/tp-link-eap265-hd/p312881209/
80824,https://rozetka.com.ua/ua/tp-link_tl-wr840n/p3512172/
80592,https://rozetka.com.ua/ua/tp_link_vigi_c400hp_4/p322625830/
80591,https://rozetka.com.ua/ua/tp_link_vigi_c400hp_2_8/p322625794/
80590,https://rozetka.com.ua/ua/tp_link_vigi_c300p_6/p322625791/
80589,https://rozetka.com.ua/ua/tp_link_vigi_c300hp_6/p322625788/
80588,https://rozetka.com.ua/ua/tp_link_vigi_c300hp_4/p322619215/
80855,https://rozetka.com.ua/ua/tp_link_tl_sg2008/p6013179/
80935,https://rozetka.com.ua/ua/tp_link_tl_fc311b_20/p347118654/
80902,https://rozetka.com.ua/ua/tp_link_tl_fc311b_2/p347118342/
80901,https://rozetka.com.ua/ua/tp_link_tl_fc311a_20/p347123142/
80900,https://rozetka.com.ua/ua/tp_link_tl_fc311a_2/p347118645/
80587,https://rozetka.com.ua/ua/tp_link_tapo_c310/p310630208/
80586,https://rozetka.com.ua/ua/tp_link_tapo_c210/p296595668/
80585,https://rozetka.com.ua/ua/tp_link_tapo_c200/p198820201/
80584,https://rozetka.com.ua/ua/tp_link_tapo_c110/p298033523/
80583,https://rozetka.com.ua/ua/tp_link_tapo_c100/p198819541/
80939,https://rozetka.com.ua/ua/tp_link_sm321b/p58597708/
80938,https://rozetka.com.ua/ua/tp_link_sm321a/p58597150/
80897,https://rozetka.com.ua/ua/tp_link_mc110cs/p209809/
80732,https://rozetka.com.ua/ua/tp_link_eap235_wall/p275486508/
80729,https://rozetka.com.ua/ua/tp_link_eap225/p18565533/
80730,https://rozetka.com.ua/ua/tp_link_eap225_outdoor/p56073882/
16599,https://rozetka.com.ua/ua/totolink-a3002r/p334142602/
16600,https://rozetka.com.ua/ua/totolink_a3002ru/p229469803/
16250,https://rozetka.com.ua/ua/tenda-teg1109p-8-102w/p349473648/
12384,https://rozetka.com.ua/ua/tenda-kiltdaswi0045/p365056014/
17566,https://rozetka.com.ua/ua/tenda-i24/p349578753/
17597,https://rozetka.com.ua/ua/tenda_w15e/p161517280/
17720,https://rozetka.com.ua/ua/tenda_u9/p161472361/
17677,https://rozetka.com.ua/ua/tenda_u3/p33284279/
17676,https://rozetka.com.ua/ua/tenda_u12_ac1300/p33275775/
17675,https://rozetka.com.ua/ua/tenda_u1/p12330712/
17583,https://rozetka.com.ua/ua/tenda_teg1105p_4_63w/p71970771/
12382,https://rozetka.com.ua/ua/tenda_teg1024d/p219844/
15579,https://rozetka.com.ua/ua/tenda_teg1016/p219861/
15629,https://rozetka.com.ua/ua/tenda_teg1008d/p7391585/
12385,https://rozetka.com.ua/ua/tenda_tef1110p_8_102w/p33431839/
13553,https://rozetka.com.ua/ua/tenda_tef1109p_8_63w/p33429719/
13554,https://rozetka.com.ua/ua/tenda_tef1024d/p33423615/
13555,https://rozetka.com.ua/ua/tenda_tef1016d/p33405223/
13184,https://rozetka.com.ua/ua/tenda_sg105/p33367847/
12389,https://rozetka.com.ua/ua/tenda_s108/p194299/
17596,https://rozetka.com.ua/ua/tenda_f6/p114829117/
17591,https://rozetka.com.ua/ua/tenda_ac8/p168459929/
17590,https://rozetka.com.ua/ua/tenda_ac7/p114832633/
17587,https://rozetka.com.ua/ua/tenda_ac23/p239133859/
17586,https://rozetka.com.ua/ua/tenda_ac19/p243291619/
17585,https://rozetka.com.ua/ua/tenda_ac11/p280723183/
