URL,product_id,Русский slug,Украинский slug,images,item_name,category_name,manufacturer_name,sku,model,stock_status,is_active,warranty,price,Русский title,Русский description,Украинский title,Украинский description,Тип,Сечение кабеля,Цвет товара
https://001.com.ua/nakonechnik-vtulochnyy-izolirovannyy-2-5-mm2-zelenyy-upakovka-100-sht-e-terminal-stand-e2508-green-e-next,new,,,https://001.com.ua/media/photos/enext/terminals/enext-nakonechnik-vtulochnyy-izolirovannyy-e-terminal-stand-e2508-green-s3036033-photo.jpg ;; https://001.com.ua/media/photos/enext/terminals/gabaritnye-razmery-enext-e-terminal-stand-e2508-green-s3036033-photo.jpg,"Наконечник втулочный изолированный 2.5 мм² зеленый (упаковка 100 шт.) e.terminal.stand.e2508.green, E.NEXT","Наконечники, гильзы, разъемы",E.NEXT,s3036033,s3036033,instock,1,12,"34,74","Наконечник втулочный изолированный 2.5 мм² зеленый (упаковка 100 шт.) e.terminal.stand.e2508.green, E.NEXT","<h2>Описание товара</h2><p>Наконечники кабельные втулочные изолированные предназначены для оконцевания многопроволочных жил медных проводов и присоединения к выводам электротехнических устройств.</p> <h2>Технические характеристики</h2><table><tbody><tr><td>Материал</td><td>луженая электротехническая медь</td></tr><tr><td>Изоляция</td><td>полиамид 6.6</td></tr><tr><td>Сечение провода, мм²</td><td>2,5</td></tr></tbody></table> ","Накінечник втулковий ізольований 2.5 мм² зелений (упаковка 100 шт.) e.terminal.stand.e2508.green, E.NEXT","<h2>Опис товару</h2><p>Наконечники кабельні втулкові ізольовані призначені для окінцювання багатодротяних жил мідних проводів і приєднання до виводів електротехнічних пристроїв.</p> <h2>Технічні характеристики</h2><table><tbody><tr><td>Матеріал</td><td>луджена електротехнічна мідь</td></tr><tr><td>Ізоляція</td><td>поліамід 6.6</td></tr><tr><td>Перетин проводу, мм²</td><td>2,5</td></tr></tbody></table> ",Русский ~ Наконечник-гильза,Русский ~ ,Русский ~ Зеленый
https://001.com.ua/nakonechnik-e7508-ht-0-75-08-trubchatyy-v-izolyatsii-upakovka-100-sht-asko-ukrem,new,,,https://001.com.ua/media/photos/asko/nakonechniki/asko-nakonechnik-trubchatyy-s-izolyatsiey-ht-photo.jpg ;; https://001.com.ua/media/photos/asko/nakonechniki/gabaritnye-razmery-asko-ukrem-nakonechnik-trubchatyy-s-izolyatsiey-ht-0-75-08-photo.jpg,"Наконечник E7508 (HT 0.75-08) трубчатый в изоляции (упаковка 100 шт.), АСКО-УКРЕМ","Наконечники, гильзы, разъемы",АСКО-УКРЕМ,A0060010002,A0060010002,instock,1,12,"30,21","Наконечник E7508 (HT 0.75-08) трубчатый в изоляции (упаковка 100 шт.), АСКО-УКРЕМ","<h2>Описание товара</h2><p>Предназначены для оконцевания проводов методом опрессовки.</p> <h2>Технические характеристики</h2><table><tbody><tr><td>Материал изготовления</td><td>латунь луженая</td></tr><tr><td>Изоляция</td><td>ПВХ, не поддерживающий горение</td></tr><tr><td>Сечение провода, мм²</td><td>0,75</td></tr></tbody></table> ","Накінечник Е7508 (НТ 0.75-08) трубчастий в ізоляції (упаковка 100 шт.), АСКО-УКРЕМ","<h2>Опис товару</h2><p>Призначені для окінцювання проводів методом опресування.</p> <h2>Технічні характеристики</h2><table><tbody><tr><td>Матеріал виготовлення</td><td>латунь луджена</td></tr><tr><td>Ізоляція</td><td>ПВХ, що не підтримує горіння</td></tr><tr><td>Перетин проводу, мм²</td><td>0,75</td></tr></tbody></table> ",Русский ~ Наконечник-гильза,Русский ~ ,Русский ~ 
https://001.com.ua/nakonechnik-gilza-e-1-0-08-1008-1-0-mm2-upakovka-100-sht-iek,new,,,https://001.com.ua/media/photos/iek/montazh/iek-nakonechnik-gilza-e-photo.jpg ;; https://001.com.ua/media/photos/iek/montazh/gabaritnye-razmery-iek-e-1008-photo.jpg,"Наконечник-гильза Е 1,0-08 (1008) 1,0 мм² (упаковка 100 шт.), IEK","Наконечники, гильзы, разъемы",IEK,UGN10-001-D14-08,UGN10-001-D14-08,instock,1,12,"42,33","Наконечник-гильза Е 1,0-08 (1008) 1,0 мм² (упаковка 100 шт.), IEK","<h2>Описание товара</h2><p>Предназначены для оконцевания проводов и подключения их к контактным зажимам различного электрооборудования (клеммным блокам, автоматическим выключателям, зажимам наборным, розеткам и т.п.). Данный вид наконечников предназначен для оконцевания многопроволочных гибких проводов. Зачищенный конец многопроволочного провода заводится внутрь полой концевой трубки и затем опрессовывается вместе с трубкой при помощи специального инструмента, образуя единую конструкцию, надежно фиксирующую пучок многопроволочной жилы.</p> <h2>Технические характеристики</h2><table><tbody><tr><td>Тип</td><td>наконечник-гильза</td></tr><tr><td>Сечение провода, мм²</td><td>1</td></tr><tr><td>Цвет изоляции</td><td>желтый</td></tr></tbody></table>","Накінечник-гільза Е 1,0-08 (1008) 1,0 мм² (упаковка 100 шт.), IEK","<h2>Опис товару</h2><p>Призначені для окінцювання проводів і підключення їх до контактних затискачів різного електроустаткування (клемних блоків, автоматичних вимикачів, затискачів набірних, розеток тощо). Даний вид накінечників призначений для окінцювання багатодротяних гнучких проводів. Зачищений кінець багатодротяного проводу заводиться всередину порожнистої кінцевої трубки і потім опресовується разом з трубкою за допомогою спеціального інструменту, утворюючи єдину конструкцію, надійно фіксуючу пучок багатодротяної жили.</p> <h2>Технічні характеристики</h2><table><tbody><tr><td>Тип</td><td>накінечник-гільза</td></tr><tr><td>Перетин проводу, мм²</td><td>1</td></tr><tr><td>Колір ізоляції</td><td>жовтий</td></tr></tbody></table>",Русский ~ Наконечник-гильза,Русский ~ ,Русский ~ Желтый
https://001.com.ua/nakonechnik-vtulochnyy-izolirovannyy-1-5-mm2-krasnyy-upakovka-100-sht-e-terminal-stand-e1508-red-e-next,new,,,https://001.com.ua/media/photos/enext/terminals/enext-nakonechnik-vtulochnyy-izolirovannyy-e-terminal-stand-e1508-red-s3036022-photo.jpg ;; https://001.com.ua/media/photos/enext/terminals/gabaritnye-razmery-enext-e-terminal-stand-e1508-red-s3036022-photo.jpg,"Наконечник втулочный изолированный 1.5 мм² красный (упаковка 100 шт.) e.terminal.stand.e1508.red, E.NEXT","Наконечники, гильзы, разъемы",E.NEXT,s3036022,s3036022,instock,1,12,"33,78","Наконечник втулочный изолированный 1.5 мм² красный (упаковка 100 шт.) e.terminal.stand.e1508.red, E.NEXT","<h2>Описание товара</h2><p>Наконечники кабельные втулочные изолированные предназначены для оконцевания многопроволочных жил медных проводов и присоединения к выводам электротехнических устройств.</p> <h2>Технические характеристики</h2><table><tbody><tr><td>Материал</td><td>луженая электротехническая медь</td></tr><tr><td>Изоляция</td><td>полиамид 6.6</td></tr><tr><td>Сечение провода, мм²</td><td>1,5</td></tr></tbody></table> ","Накінечник втулковий ізольований 1.5 мм² червоний (упаковка 100 шт.) e.terminal.stand.e1508.red, E.NEXT","<h2>Опис товару</h2><p>Наконечники кабельні втулкові ізольовані призначені для окінцювання багатодротяних жил мідних проводів і приєднання до виводів електротехнічних пристроїв.</p> <h2>Технічні характеристики</h2><table><tbody><tr><td>Матеріал</td><td>луджена електротехнічна мідь</td></tr><tr><td>Ізоляція</td><td>поліамід 6.6</td></tr><tr><td>Перетин проводу, мм²</td><td>1,5</td></tr></tbody></table> ",Русский ~ Наконечник-гильза,Русский ~ ,Русский ~ Красный
https://001.com.ua/nakonechnik-vtulochnyy-izolirovannyy-2-5-mm2-siniy-upakovka-100-sht-e-terminal-stand-e2508-blue-e-next,new,,,https://001.com.ua/media/photos/enext/terminals/enext-nakonechnik-vtulochnyy-izolirovannyy-e-terminal-stand-e2508-blue-s3036032-photo.jpg ;; https://001.com.ua/media/photos/enext/terminals/gabaritnye-razmery-enext-e-terminal-stand-e2508-blue-s3036032-photo.jpg,"Наконечник втулочный изолированный 2.5 мм² синий (упаковка 100 шт.) e.terminal.stand.e2508.blue, E.NEXT","Наконечники, гильзы, разъемы",E.NEXT,s3036032,s3036032,instock,1,12,"34,74","Наконечник втулочный изолированный 2.5 мм² синий (упаковка 100 шт.) e.terminal.stand.e2508.blue, E.NEXT","<h2>Описание товара</h2><p>Наконечники кабельные втулочные изолированные предназначены для оконцевания многопроволочных жил медных проводов и присоединения к выводам электротехнических устройств.</p> <h2>Технические характеристики</h2><table><tbody><tr><td>Материал</td><td>луженая электротехническая медь</td></tr><tr><td>Изоляция</td><td>полиамид 6.6</td></tr><tr><td>Сечение провода, мм²</td><td>2,5</td></tr></tbody></table> ","Накінечник втулковий ізольований 2.5 мм² синій (упаковка 100 шт.) e.terminal.stand.e2508.blue, E.NEXT","<h2>Опис товару</h2><p>Наконечники кабельні втулкові ізольовані призначені для окінцювання багатодротяних жил мідних проводів і приєднання до виводів електротехнічних пристроїв.</p> <h2>Технічні характеристики</h2><table><tbody><tr><td>Матеріал</td><td>луджена електротехнічна мідь</td></tr><tr><td>Ізоляція</td><td>поліамід 6.6</td></tr><tr><td>Перетин проводу, мм²</td><td>2,5</td></tr></tbody></table> ",Русский ~ Наконечник-гильза,Русский ~ ,Русский ~ Синий
https://001.com.ua/nakonechnik-vtulochnyy-izolirovannyy-0-5-mm2-chernyy-upakovka-100-sht-e-terminal-stand-e0508-black-e-next,new,,,https://001.com.ua/media/photos/enext/terminals/enext-nakonechnik-vtulochnyy-izolirovannyy-e-terminal-stand-e0508-black-s3036003-photo.jpg ;; https://001.com.ua/media/photos/enext/terminals/gabaritnye-razmery-enext-e-terminal-stand-e0508-black-s3036003-photo.jpg,"Наконечник втулочный изолированный 0.5 мм² черный (упаковка 100 шт.) e.terminal.stand.e0508.black, E.NEXT","Наконечники, гильзы, разъемы",E.NEXT,s3036003,s3036003,instock,1,12,"24,36","Наконечник втулочный изолированный 0.5 мм² черный (упаковка 100 шт.) e.terminal.stand.e0508.black, E.NEXT","<h2>Описание товара</h2><p>Наконечники кабельные втулочные изолированные предназначены для оконцевания многопроволочных жил медных проводов и присоединения к выводам электротехнических устройств.</p> <h2>Технические характеристики</h2><table><tbody><tr><td>Материал</td><td>луженая электротехническая медь</td></tr><tr><td>Изоляция</td><td>полиамид 6.6</td></tr><tr><td>Сечение провода, мм²</td><td>0,5</td></tr></tbody></table> ","Накінечник втулковий ізольований 0.5 мм² чорний (упаковка 100 шт.) e.terminal.stand.e0508.black, E.NEXT","<h2>Опис товару</h2><p>Наконечники кабельні втулкові ізольовані призначені для окінцювання багатодротяних жил мідних проводів і приєднання до виводів електротехнічних пристроїв.</p> <h2>Технічні характеристики</h2><table><tbody><tr><td>Матеріал</td><td>луджена електротехнічна мідь</td></tr><tr><td>Ізоляція</td><td>поліамід 6.6</td></tr><tr><td>Перетин проводу, мм²</td><td>0,5</td></tr></tbody></table> ",Русский ~ Наконечник-гильза,Русский ~ ,Русский ~ Черный
https://001.com.ua/nakonechnik-vtulochnyy-izolirovannyy-0-75-mm2-krasnyy-upakovka-100-sht-e-terminal-stand-e7508-red-e-next,new,,,https://001.com.ua/media/photos/enext/terminals/enext-nakonechnik-vtulochnyy-izolirovannyy-e-terminal-stand-e7508-red-s3036008-photo.jpg ;; https://001.com.ua/media/photos/enext/terminals/gabaritnye-razmery-enext-e-terminal-stand-e7508-red-s3036008-photo.jpg,"Наконечник втулочный изолированный 0.75 мм² красный (упаковка 100 шт.) e.terminal.stand.e7508.red, E.NEXT","Наконечники, гильзы, разъемы",E.NEXT,s3036008,s3036008,instock,1,12,"24,36","Наконечник втулочный изолированный 0.75 мм² красный (упаковка 100 шт.) e.terminal.stand.e7508.red, E.NEXT","<h2>Описание товара</h2><p>Наконечники кабельные втулочные изолированные предназначены для оконцевания многопроволочных жил медных проводов и присоединения к выводам электротехнических устройств.</p> <h2>Технические характеристики</h2><table><tbody><tr><td>Материал</td><td>луженая электротехническая медь</td></tr><tr><td>Изоляция</td><td>полиамид 6.6</td></tr><tr><td>Сечение провода, мм²</td><td>0,75</td></tr></tbody></table> ","Накінечник втулковий ізольований 0.75 мм² червоний (упаковка 100 шт.) e.terminal.stand.e7508.red, E.NEXT","<h2>Опис товару</h2><p>Наконечники кабельні втулкові ізольовані призначені для окінцювання багатодротяних жил мідних проводів і приєднання до виводів електротехнічних пристроїв.</p> <h2>Технічні характеристики</h2><table><tbody><tr><td>Матеріал</td><td>луджена електротехнічна мідь</td></tr><tr><td>Ізоляція</td><td>поліамід 6.6</td></tr><tr><td>Перетин проводу, мм²</td><td>0,75</td></tr></tbody></table> ",Русский ~ Наконечник-гильза,Русский ~ ,Русский ~ Красный
https://001.com.ua/nakonechnik-vtulochnyy-izolirovannyy-2-5-mm2-chernyy-upakovka-100-sht-e-terminal-stand-e2508-black-e-next,new,,,https://001.com.ua/media/photos/enext/terminals/enext-nakonechnik-vtulochnyy-izolirovannyy-e-terminal-stand-e2508-black-s3036031-photo.jpg ;; https://001.com.ua/media/photos/enext/terminals/gabaritnye-razmery-enext-e-terminal-stand-e2508-black-s3036031-photo.jpg,"Наконечник втулочный изолированный 2.5 мм² черный (упаковка 100 шт.) e.terminal.stand.e2508.black, E.NEXT","Наконечники, гильзы, разъемы",E.NEXT,s3036031,s3036031,instock,1,12,"34,74","Наконечник втулочный изолированный 2.5 мм² черный (упаковка 100 шт.) e.terminal.stand.e2508.black, E.NEXT","<h2>Описание товара</h2><p>Наконечники кабельные втулочные изолированные предназначены для оконцевания многопроволочных жил медных проводов и присоединения к выводам электротехнических устройств.</p> <h2>Технические характеристики</h2><table><tbody><tr><td>Материал</td><td>луженая электротехническая медь</td></tr><tr><td>Изоляция</td><td>полиамид 6.6</td></tr><tr><td>Сечение провода, мм²</td><td>2,5</td></tr></tbody></table> ","Накінечник втулковий ізольований 2.5 мм² чорний (упаковка 100 шт.) e.terminal.stand.e2508.black, E.NEXT","<h2>Опис товару</h2><p>Наконечники кабельні втулкові ізольовані призначені для окінцювання багатодротяних жил мідних проводів і приєднання до виводів електротехнічних пристроїв.</p> <h2>Технічні характеристики</h2><table><tbody><tr><td>Матеріал</td><td>луджена електротехнічна мідь</td></tr><tr><td>Ізоляція</td><td>поліамід 6.6</td></tr><tr><td>Перетин проводу, мм²</td><td>2,5</td></tr></tbody></table> ",Русский ~ Наконечник-гильза,Русский ~ ,Русский ~ Черный
https://001.com.ua/nakonechnik-vtulochnyy-izolirovannyy-1-5-mm2-siniy-upakovka-100-sht-e-terminal-stand-e1508-blue-e-next,new,,,https://001.com.ua/media/photos/enext/terminals/enext-nakonechnik-vtulochnyy-izolirovannyy-e-terminal-stand-e1508-blue-s3036025-photo.jpg ;; https://001.com.ua/media/photos/enext/terminals/gabaritnye-razmery-enext-e-terminal-stand-e1508-blue-s3036025-photo.jpg,"Наконечник втулочный изолированный 1.5 мм² синий (упаковка 100 шт.) e.terminal.stand.e1508.blue, E.NEXT","Наконечники, гильзы, разъемы",E.NEXT,s3036025,s3036025,instock,1,12,"33,78","Наконечник втулочный изолированный 1.5 мм² синий (упаковка 100 шт.) e.terminal.stand.e1508.blue, E.NEXT","<h2>Описание товара</h2><p>Наконечники кабельные втулочные изолированные предназначены для оконцевания многопроволочных жил медных проводов и присоединения к выводам электротехнических устройств.</p> <h2>Технические характеристики</h2><table><tbody><tr><td>Материал</td><td>луженая электротехническая медь</td></tr><tr><td>Изоляция</td><td>полиамид 6.6</td></tr><tr><td>Сечение провода, мм²</td><td>1,5</td></tr></tbody></table> ","Накінечник втулковий ізольований 1.5 мм² синій (упаковка 100 шт.) e.terminal.stand.e1508.blue, E.NEXT","<h2>Опис товару</h2><p>Наконечники кабельні втулкові ізольовані призначені для окінцювання багатодротяних жил мідних проводів і приєднання до виводів електротехнічних пристроїв.</p> <h2>Технічні характеристики</h2><table><tbody><tr><td>Матеріал</td><td>луджена електротехнічна мідь</td></tr><tr><td>Ізоляція</td><td>поліамід 6.6</td></tr><tr><td>Перетин проводу, мм²</td><td>1,5</td></tr></tbody></table> ",Русский ~ Наконечник-гильза,Русский ~ ,Русский ~ Синий
https://001.com.ua/nakonechnik-vtulochnyy-izolirovannyy-1-5-mm2-chernyy-upakovka-100-sht-e-terminal-stand-e1508-black-e-next,new,,,https://001.com.ua/media/photos/enext/terminals/enext-nakonechnik-vtulochnyy-izolirovannyy-e-terminal-stand-e1508-black-s3036024-photo.jpg ;; https://001.com.ua/media/photos/enext/terminals/gabaritnye-razmery-enext-e-terminal-stand-e1508-black-s3036024-photo.jpg,"Наконечник втулочный изолированный 1.5 мм² черный (упаковка 100 шт.) e.terminal.stand.e1508.black, E.NEXT","Наконечники, гильзы, разъемы",E.NEXT,s3036024,s3036024,instock,1,12,"33,78","Наконечник втулочный изолированный 1.5 мм² черный (упаковка 100 шт.) e.terminal.stand.e1508.black, E.NEXT","<h2>Описание товара</h2><p>Наконечники кабельные втулочные изолированные предназначены для оконцевания многопроволочных жил медных проводов и присоединения к выводам электротехнических устройств.</p> <h2>Технические характеристики</h2><table><tbody><tr><td>Материал</td><td>луженая электротехническая медь</td></tr><tr><td>Изоляция</td><td>полиамид 6.6</td></tr><tr><td>Сечение провода, мм²</td><td>1,5</td></tr></tbody></table> ","Накінечник втулковий ізольований 1.5 мм² чорний (упаковка 100 шт.) e.terminal.stand.e1508.black, E.NEXT","<h2>Опис товару</h2><p>Наконечники кабельні втулкові ізольовані призначені для окінцювання багатодротяних жил мідних проводів і приєднання до виводів електротехнічних пристроїв.</p> <h2>Технічні характеристики</h2><table><tbody><tr><td>Матеріал</td><td>луджена електротехнічна мідь</td></tr><tr><td>Ізоляція</td><td>поліамід 6.6</td></tr><tr><td>Перетин проводу, мм²</td><td>1,5</td></tr></tbody></table> ",Русский ~ Наконечник-гильза,Русский ~ ,Русский ~ Черный
