URL,product_id,Русский slug,Украинский slug,images,item_name,category_name,manufacturer_name,sku,model,stock_status,is_active,warranty,price,Русский title,Русский description,Украинский title,Украинский description,Тип,Материал,Сечение кабеля,Метод оконцевания,Диаметр отверстия под болт
https://001.com.ua/gilza-gt-6-mednaya-luzhennaya-kabelnaya-soedinitelnaya-asko-ukrem,new,,,https://001.com.ua/media/photos/asko/montazh/asko-ukrem-gilza-gt-mednaya-luzhennaya-kabelnaya-photo.jpg ;; https://001.com.ua/media/photos/asko/montazh/gabaritnye-razmery-asko-ukrem-gilza-gt-6-photo.jpg,"Гильза GT-6 медная луженная кабельная соединительная, АСКО-УКРЕМ",Силовые наконечники и гильзы,АСКО-УКРЕМ,A0060080004,A0060080004,instock,1,12,"7,60","Гильза GT-6 медная луженная кабельная соединительная, АСКО-УКРЕМ","<h2>Описание товара</h2><p><strong>Медная луженная кабельная гильза GT-6</strong> предназначена для соединения медных проводов и кабелей сечением 6 мм² методом опрессовки.</p> <h2>Технические характеристики</h2><table><tbody><tr><td>Тип</td><td>гильза</td></tr><tr><td>Материал наконечника</td><td>медь луженая</td></tr><tr><td>Сечение кабеля, мм²</td><td>6</td></tr><tr><td>Метод оконцевания</td><td>опрессовка</td></tr></tbody></table>","Гільза GT-6 мідна луджена кабельна з'єднувальна, АСКО-УКРЕМ","<h2>Опис товару</h2><p><strong>Мідна луджена кабельна гільза GT-6</strong> призначена для з'єднання мідних проводів та кабелів з перетином 6 мм² методом опресування.</p> <h2>Технічні характеристики</h2><table><tbody><tr><td>Тип</td><td>гільза</td></tr><tr><td>Матеріал накінечника</td><td>мідь луджена</td></tr><tr><td>Перетин кабелю, мм²</td><td>6</td></tr><tr><td>Метод окінцювання</td><td>опресування</td></tr></tbody></table>",Русский ~ Гильза,Русский ~ Медь луженая,Русский ~ 6,Русский ~ опрессовка,Русский ~ 
https://001.com.ua/gilza-gt-10-mednaya-luzhennaya-kabelnaya-soedinitelnaya-asko-ukrem,new,,,https://001.com.ua/media/photos/asko/montazh/asko-ukrem-gilza-gt-mednaya-luzhennaya-kabelnaya-photo.jpg ;; https://001.com.ua/media/photos/asko/montazh/gabaritnye-razmery-asko-ukrem-gilza-gt-10-photo.jpg,"Гильза GT-10 медная луженная кабельная соединительная, АСКО-УКРЕМ",Силовые наконечники и гильзы,АСКО-УКРЕМ,A0060080005,A0060080005,instock,1,12,"10,89","Гильза GT-10 медная луженная кабельная соединительная, АСКО-УКРЕМ","<h2>Описание товара</h2><p><strong>Медная луженная кабельная гильза GT-10</strong> предназначена для соединения медных проводов и кабелей сечением 10 мм² методом опрессовки.</p> <h2>Технические характеристики</h2><table><tbody><tr><td>Тип</td><td>гильза</td></tr><tr><td>Материал наконечника</td><td>медь луженая</td></tr><tr><td>Сечение кабеля, мм²</td><td>10</td></tr><tr><td>Метод оконцевания</td><td>опрессовка</td></tr></tbody></table>","Гільза GT-10 мідна луджена кабельна з'єднувальна, АСКО-УКРЕМ","<h2>Опис товару</h2><p><strong>Мідна луджена кабельна гільза GT-10</strong> призначена для з'єднання мідних проводів та кабелів з перетином 10 мм² методом опресування.</p> <h2>Технічні характеристики</h2><table><tbody><tr><td>Тип</td><td>гільза</td></tr><tr><td>Матеріал накінечника</td><td>мідь луджена</td></tr><tr><td>Перетин кабелю, мм²</td><td>10</td></tr><tr><td>Метод окінцювання</td><td>опресування</td></tr></tbody></table>",Русский ~ Гильза,Русский ~ Медь луженая,Русский ~ 10,Русский ~ опрессовка,Русский ~ 
https://001.com.ua/gilza-gt-4-mednaya-luzhennaya-kabelnaya-soedinitelnaya-asko-ukrem,new,,,https://001.com.ua/media/photos/asko/montazh/asko-ukrem-gilza-gt-mednaya-luzhennaya-kabelnaya-photo.jpg ;; https://001.com.ua/media/photos/asko/montazh/gabaritnye-razmery-asko-ukrem-gilza-gt-4-photo.jpg,"Гильза GT-4 медная луженная кабельная соединительная, АСКО-УКРЕМ",Силовые наконечники и гильзы,АСКО-УКРЕМ,A0060080003,A0060080003,instock,1,12,"4,72","Гильза GT-4 медная луженная кабельная соединительная, АСКО-УКРЕМ","<h2>Описание товара</h2><p><strong>Медная луженная кабельная гильза GT-4</strong> предназначена для соединения медных проводов и кабелей сечением 4 мм² методом опрессовки.</p> <h2>Технические характеристики</h2><table><tbody><tr><td>Тип</td><td>гильза</td></tr><tr><td>Материал наконечника</td><td>медь луженая</td></tr><tr><td>Сечение кабеля, мм²</td><td>4</td></tr><tr><td>Метод оконцевания</td><td>опрессовка</td></tr></tbody></table>","Гільза GT-4 мідна луджена кабельна з'єднувальна, АСКО-УКРЕМ","<h2>Опис товару</h2><p><strong>Мідна луджена кабельна гільза GT-4</strong> призначена для з'єднання мідних проводів та кабелів з перетином 4 мм² методом опресування.</p> <h2>Технічні характеристики</h2><table><tbody><tr><td>Тип</td><td>гільза</td></tr><tr><td>Матеріал накінечника</td><td>мідь луджена</td></tr><tr><td>Перетин кабелю, мм²</td><td>4</td></tr><tr><td>Метод окінцювання</td><td>опресування</td></tr></tbody></table>",Русский ~ Гильза,Русский ~ Медь луженая,Русский ~ 4,Русский ~ опрессовка,Русский ~ 
https://001.com.ua/gilza-gt-2-5-mednaya-luzhennaya-kabelnaya-soedinitelnaya-asko-ukrem,new,,,https://001.com.ua/media/photos/asko/montazh/asko-ukrem-gilza-gt-mednaya-luzhennaya-kabelnaya-photo.jpg ;; https://001.com.ua/media/photos/asko/montazh/gabaritnye-razmery-asko-ukrem-gilza-gt-2-5-photo.jpg,"Гильза GT-2,5 медная луженная кабельная соединительная, АСКО-УКРЕМ",Силовые наконечники и гильзы,АСКО-УКРЕМ,A0060080002,A0060080002,instock,1,12,"4,01","Гильза GT-2,5 медная луженная кабельная соединительная, АСКО-УКРЕМ","<h2>Описание товара</h2><p><strong>Медная луженная кабельная гильза GT-2,5</strong> предназначена для соединения медных проводов и кабелей сечением 2,5 мм² методом опрессовки.</p> <h2>Технические характеристики</h2><table><tbody><tr><td>Тип</td><td>гильза</td></tr><tr><td>Материал наконечника</td><td>медь луженая</td></tr><tr><td>Сечение кабеля, мм²</td><td>2,5</td></tr><tr><td>Метод оконцевания</td><td>опрессовка</td></tr></tbody></table>","Гільза GT-2,5 мідна луджена кабельна з'єднувальна, АСКО-УКРЕМ","<h2>Опис товару</h2><p><strong>Мідна луджена кабельна гільза GT-2,5</strong> призначена для з'єднання мідних проводів та кабелів з перетином 2,5 мм² методом опресування.</p> <h2>Технічні характеристики</h2><table><tbody><tr><td>Тип</td><td>гільза</td></tr><tr><td>Матеріал накінечника</td><td>мідь луджена</td></tr><tr><td>Перетин кабелю, мм²</td><td>2,5</td></tr><tr><td>Метод окінцювання</td><td>опресування</td></tr></tbody></table>",Русский ~ Гильза,Русский ~ Медь луженая,"Русский ~ 2,5",Русский ~ опрессовка,Русский ~ 
https://001.com.ua/nakonechnik-jg-16-mednyy-luzhenyy-kabelnyy-iek,new,,,https://001.com.ua/media/photos/iek/montazh/iek-nakonechnik-jg-mednyy-luzhenyy-kabelnyy-photo.jpg ;; https://001.com.ua/media/photos/iek/montazh/gabaritnye-razmery-iek-jg-16-photo.jpg,"Наконечник JG-16 медный луженый кабельный, IEK",Силовые наконечники и гильзы,IEK,UNP40-016-06-08,UNP40-016-06-08,instock,1,12,"12,84","Наконечник JG-16 медный луженый кабельный, IEK","<h2>Описание товара</h2><p>Предназначены для оконцевания многожильных медных проводников и кабелей опрессовкой и пайкой. Материал - луженая электротехническая медь.</p> <h2>Технические характеристики</h2><table><tbody><tr><td>Тип</td><td>наконечник</td></tr><tr><td>Материал наконечника</td><td>медь луженая</td></tr><tr><td>Сечение кабеля, мм²</td><td>16</td></tr><tr><td>Метод оконцевания</td><td>опрессовка</td></tr><tr><td>Диаметр отверстия под болт, мм</td><td>8</td></tr></tbody></table>","Накінечник JG-16 мідний луджений кабельний, IEK","<h2>Опис товару</h2><p>Призначені для окінцювання багатожильних мідних провідників і кабелів опресовуванням і паянням. Матеріал - луджена електротехнічна мідь.</p> <h2>Технічні характеристики</h2><table><tbody><tr><td>Тип</td><td>накінечник</td></tr><tr><td>Матеріал накінечника</td><td>мідь луджена</td></tr><tr><td>Перетин кабелю, мм²</td><td>16</td></tr><tr><td>Метод окінцювання</td><td>опресування</td></tr><tr><td>Діаметр отвору під болт, мм</td><td>8</td></tr></tbody></table>",Русский ~ Наконечник,Русский ~ Медь луженая,Русский ~ 16,Русский ~ опрессовка,Русский ~ 8
https://001.com.ua/gilza-gt-1-5-mednaya-luzhennaya-kabelnaya-soedinitelnaya-asko-ukrem,new,,,https://001.com.ua/media/photos/asko/montazh/asko-ukrem-gilza-gt-mednaya-luzhennaya-kabelnaya-photo.jpg ;; https://001.com.ua/media/photos/asko/montazh/gabaritnye-razmery-asko-ukrem-gilza-gt-1-5-photo.jpg,"Гильза GT-1,5 медная луженная кабельная соединительная, АСКО-УКРЕМ",Силовые наконечники и гильзы,АСКО-УКРЕМ,A0060080001,A0060080001,instock,1,12,"3,22","Гильза GT-1,5 медная луженная кабельная соединительная, АСКО-УКРЕМ","<h2>Описание товара</h2><p><strong>Медная луженная кабельная гильза GT-1,5</strong> предназначена для соединения медных проводов и кабелей сечением 1,5 мм² методом опрессовки.</p> <h2>Технические характеристики</h2><table><tbody><tr><td>Тип</td><td>гильза</td></tr><tr><td>Материал наконечника</td><td>медь луженая</td></tr><tr><td>Сечение кабеля, мм²</td><td>1,5</td></tr><tr><td>Метод оконцевания</td><td>опрессовка</td></tr></tbody></table>","Гільза GT-1,5 мідна луджена кабельна з'єднувальна, АСКО-УКРЕМ","<h2>Опис товару</h2><p><strong>Мідна луджена кабельна гільза GT-1,5</strong> призначена для з'єднання мідних проводів та кабелів з перетином 1,5 мм² методом опресування.</p> <h2>Технічні характеристики</h2><table><tbody><tr><td>Тип</td><td>гільза</td></tr><tr><td>Матеріал накінечника</td><td>мідь луджена</td></tr><tr><td>Перетин кабелю, мм²</td><td>1,5</td></tr><tr><td>Метод окінцювання</td><td>опресування</td></tr></tbody></table>",Русский ~ Гильза,Русский ~ Медь луженая,"Русский ~ 1,5",Русский ~ опрессовка,Русский ~ 
https://001.com.ua/nakonechnik-jg-6-mednyy-luzhenyy-kabelnyy-iek,new,,,https://001.com.ua/media/photos/iek/montazh/iek-nakonechnik-jg-mednyy-luzhenyy-kabelnyy-photo.jpg ;; https://001.com.ua/media/photos/iek/montazh/gabaritnye-razmery-iek-jg-6-photo.jpg,"Наконечник JG-6 медный луженый кабельный, IEK",Силовые наконечники и гильзы,IEK,UNP40-006-04-04,UNP40-006-04-04,instock,1,12,"7,25","Наконечник JG-6 медный луженый кабельный, IEK","<h2>Описание товара</h2><p>Предназначены для оконцевания многожильных медных проводников и кабелей опрессовкой и пайкой. Материал - луженая электротехническая медь.</p> <h2>Технические характеристики</h2><table><tbody><tr><td>Тип</td><td>наконечник</td></tr><tr><td>Материал наконечника</td><td>медь луженая</td></tr><tr><td>Сечение кабеля, мм²</td><td>6</td></tr><tr><td>Метод оконцевания</td><td>опрессовка</td></tr><tr><td>Диаметр отверстия под болт, мм</td><td>6</td></tr></tbody></table>","Накінечник JG-6 мідний луджений кабельний, IEK","<h2>Опис товару</h2><p>Призначені для окінцювання багатожильних мідних провідників і кабелів опресовуванням і паянням. Матеріал - луджена електротехнічна мідь.</p> <h2>Технічні характеристики</h2><table><tbody><tr><td>Тип</td><td>накінечник</td></tr><tr><td>Матеріал накінечника</td><td>мідь луджена</td></tr><tr><td>Перетин кабелю, мм²</td><td>6</td></tr><tr><td>Метод окінцювання</td><td>опресування</td></tr><tr><td>Діаметр отвору під болт, мм</td><td>6</td></tr></tbody></table>",Русский ~ Наконечник,Русский ~ Медь луженая,Русский ~ 6,Русский ~ опрессовка,Русский ~ 6
https://001.com.ua/gilza-gt-16-mednaya-luzhennaya-kabelnaya-soedinitelnaya-asko-ukrem,new,,,https://001.com.ua/media/photos/asko/montazh/asko-ukrem-gilza-gt-mednaya-luzhennaya-kabelnaya-photo.jpg ;; https://001.com.ua/media/photos/asko/montazh/gabaritnye-razmery-asko-ukrem-gilza-gt-16-photo.jpg,"Гильза GT-16 медная луженная кабельная соединительная, АСКО-УКРЕМ",Силовые наконечники и гильзы,АСКО-УКРЕМ,A0060080032,A0060080032,instock,1,12,"13,37","Гильза GT-16 медная луженная кабельная соединительная, АСКО-УКРЕМ","<h2>Описание товара</h2><p><strong>Медная луженная кабельная гильза GT-16</strong> предназначена для соединения медных проводов и кабелей сечением 16 мм² методом опрессовки.</p> <h2>Технические характеристики</h2><table><tbody><tr><td>Тип</td><td>гильза</td></tr><tr><td>Материал наконечника</td><td>медь луженая</td></tr><tr><td>Сечение кабеля, мм²</td><td>16</td></tr><tr><td>Метод оконцевания</td><td>опрессовка</td></tr></tbody></table>","Гільза GT-16 мідна луджена кабельна з'єднувальна, АСКО-УКРЕМ","<h2>Опис товару</h2><p><strong>Мідна луджена кабельна гільза GT-16</strong> призначена для з'єднання мідних проводів та кабелів з перетином 16 мм² методом опресування.</p> <h2>Технічні характеристики</h2><table><tbody><tr><td>Тип</td><td>гільза</td></tr><tr><td>Матеріал накінечника</td><td>мідь луджена</td></tr><tr><td>Перетин кабелю, мм²</td><td>16</td></tr><tr><td>Метод окінцювання</td><td>опресування</td></tr></tbody></table>",Русский ~ Гильза,Русский ~ Медь луженая,Русский ~ 16,Русский ~ опрессовка,Русский ~ 
https://001.com.ua/nakonechnik-sc-4-6-mednyy-luzhennyy-kabelnyy-pod-payku-asko-ukrem,new,,,https://001.com.ua/media/photos/asko/montazh/asko-ukrem-nakonechnik-sc-mednyy-luzhennyy-kabelnyy-photo.jpg ;; https://001.com.ua/media/photos/asko/montazh/gabaritnye-razmery-asko-ukrem-nakonechnik-sc-4-6-photo.jpg,"Наконечник SC-4-6 медный луженный кабельный под пайку, АСКО-УКРЕМ",Силовые наконечники и гильзы,АСКО-УКРЕМ,A0060050025,A0060050025,instock,1,12,"8,14","Наконечник SC-4-6 медный луженный кабельный под пайку, АСКО-УКРЕМ","<h2>Описание товара</h2><p><strong>Медный луженный кабельный наконечник SC-4-6</strong> предназначен для оконцевания жил медных проводов и кабелей сечением 4 мм² методом пайки.</p> <h2>Технические характеристики</h2><table><tbody><tr><td>Тип</td><td>наконечник</td></tr><tr><td>Материал наконечника</td><td>медь луженая</td></tr><tr><td>Сечение кабеля, мм²</td><td>4</td></tr><tr><td>Метод оконцевания</td><td>пайка</td></tr><tr><td>Диаметр отверстия под болт, мм</td><td>6</td></tr></tbody></table>","Накінечник SC-4-6 мідний луджений кабельний під пайку, АСКО-УКРЕМ","<h2>Опис товару</h2><p><strong>Мідний луджений кабельний накінечник SC-4-6</strong> призначений для окінцювання жил мідних проводів і кабелів з перетином 4 мм² методом пайки.</p> <h2>Технічні характеристики</h2><table><tbody><tr><td>Тип</td><td>накінечник</td></tr><tr><td>Матеріал накінечника</td><td>мідь луджена</td></tr><tr><td>Перетин кабелю, мм²</td><td>4</td></tr><tr><td>Метод окінцювання</td><td>пайка</td></tr><tr><td>Діаметр отвору під болт, мм</td><td>6</td></tr></tbody></table>",Русский ~ Наконечник,Русский ~ Медь луженая,Русский ~ 4,Русский ~ пайка,Русский ~ 6
https://001.com.ua/nakonechnik-sc-10-6-mednyy-luzhennyy-kabelnyy-pod-payku-asko-ukrem,new,,,https://001.com.ua/media/photos/asko/montazh/asko-ukrem-nakonechnik-sc-mednyy-luzhennyy-kabelnyy-photo.jpg ;; https://001.com.ua/media/photos/asko/montazh/gabaritnye-razmery-asko-ukrem-nakonechnik-sc-10-6-photo.jpg,"Наконечник SC-10-6 медный луженный кабельный под пайку, АСКО-УКРЕМ",Силовые наконечники и гильзы,АСКО-УКРЕМ,A0060050028,A0060050028,instock,1,12,"7,74","Наконечник SC-10-6 медный луженный кабельный под пайку, АСКО-УКРЕМ","<h2>Описание товара</h2><p><strong>Медный луженный кабельный наконечник SC-10-6</strong> предназначен для оконцевания жил медных проводов и кабелей сечением 10 мм² методом пайки.</p> <h2>Технические характеристики</h2><table><tbody><tr><td>Тип</td><td>наконечник</td></tr><tr><td>Материал наконечника</td><td>медь луженая</td></tr><tr><td>Сечение кабеля, мм²</td><td>10</td></tr><tr><td>Метод оконцевания</td><td>пайка</td></tr><tr><td>Диаметр отверстия под болт, мм</td><td>6</td></tr></tbody></table>","Накінечник SC-10-6 мідний луджений кабельний під пайку, АСКО-УКРЕМ","<h2>Опис товару</h2><p><strong>Мідний луджений кабельний накінечник SC-10-6</strong> призначений для окінцювання жил мідних проводів і кабелів з перетином 10 мм² методом пайки.</p> <h2>Технічні характеристики</h2><table><tbody><tr><td>Тип</td><td>накінечник</td></tr><tr><td>Матеріал накінечника</td><td>мідь луджена</td></tr><tr><td>Перетин кабелю, мм²</td><td>10</td></tr><tr><td>Метод окінцювання</td><td>пайка</td></tr><tr><td>Діаметр отвору під болт, мм</td><td>6</td></tr></tbody></table>",Русский ~ Наконечник,Русский ~ Медь луженая,Русский ~ 10,Русский ~ пайка,Русский ~ 6
