URL,product_id,Русский slug,Украинский slug,images,item_name,category_name,manufacturer_name,sku,model,stock_status,is_active,warranty,price,Русский title,Русский description,Украинский title,Украинский description,Тип,Количество клемм,Сечение кабеля,Номинальный ток,Цвет товара
https://001.com.ua/kolodka-tb-2504-vintovaya-v-korpuse-asko-ukrem,new,,,https://001.com.ua/media/photos/asko/terminals/asko-kolodka-vintovaya-v-korpuse-tb-2504-photo.jpg ;; https://001.com.ua/media/photos/asko/terminals/gabaritnye-razmery-asko-kolodka-tb-2504-photo.jpg,"Колодка TB 2504 винтовая в корпусе, АСКО-УКРЕМ",Клеммники и клеммные колодки,АСКО-УКРЕМ,A0130050008,A0130050008,instock,1,12,"31,92","Колодка TB 2504 винтовая в корпусе, АСКО-УКРЕМ","<h2>Описание товара</h2><p>Предназначены для удобства монтажа электрических кабелей в цепях управления, сигнализации, освещения и т.п.</p><p>Материал изготовления: клеммы − анодированная медь (латунь); - корпус − ABS-пластик; - крышка − поликарбонат.</p> <h2>Технические характеристики</h2><table><tbody><tr><td>Тип клеммника</td><td>защищенный</td></tr><tr><td>Количество клемм</td><td>4</td></tr><tr><td>Номинальный ток, А</td><td>25</td></tr><tr><td>Цвет</td><td>черный</td></tr><tr><td>Диапазон рабочих температур, °C</td><td>-15...+80</td></tr><tr><td>Степень защиты</td><td>IP20</td></tr><tr><td>Соответствие стандарту</td><td>ДСТУ IEC 60947-7-1</td></tr></tbody></table>","Колодка ТВ 2504 гвинтова в корпусі, АСКО-УКРЕМ","<h2>Опис товару</h2><p>Призначені для зручності монтажу електричних кабелів в колах керування, сигналізації, освітлення тощо.</p><p>Матеріал виготовлення: клеми − анодована мідь (латунь); - корпус − ABS-пластик; - кришка − полікарбонат.</p> <h2>Технічні характеристики</h2><table><tbody><tr><td>Тип клемника</td><td>захищений</td></tr><tr><td>Кількість клем</td><td>4</td></tr><tr><td>Номінальний струм, А</td><td>25</td></tr><tr><td>Колір</td><td>чорний</td></tr><tr><td>Діапазон робочих температур, °C</td><td>-15...+80</td></tr><tr><td>Ступінь захисту</td><td>IP20</td></tr><tr><td>Відповідність стандарту</td><td>ДСТУ IEC 60947-7-1</td></tr></tbody></table>",Русский ~ ,Русский ~ 4,Русский ~ ,Русский ~ 25,Русский ~ Черный
https://001.com.ua/kolodka-tb-1512-vintovaya-v-korpuse-asko-ukrem,new,,,https://001.com.ua/media/photos/asko/terminals/asko-kolodka-vintovaya-v-korpuse-tb-1512-photo.jpg ;; https://001.com.ua/media/photos/asko/terminals/gabaritnye-razmery-asko-kolodka-tb-1512-photo.jpg,"Колодка TB 1512 винтовая в корпусе, АСКО-УКРЕМ",Клеммники и клеммные колодки,АСКО-УКРЕМ,A0130050006,A0130050006,instock,1,12,"69,45","Колодка TB 1512 винтовая в корпусе, АСКО-УКРЕМ","<h2>Описание товара</h2><p>Предназначены для удобства монтажа электрических кабелей в цепях управления, сигнализации, освещения и т.п.</p><p>Материал изготовления: клеммы − анодированная медь (латунь); - корпус − ABS-пластик; - крышка − поликарбонат.</p> <h2>Технические характеристики</h2><table><tbody><tr><td>Тип клеммника</td><td>защищенный</td></tr><tr><td>Количество клемм</td><td>12</td></tr><tr><td>Номинальный ток, А</td><td>15</td></tr><tr><td>Цвет</td><td>черный</td></tr><tr><td>Диапазон рабочих температур, °C</td><td>-15...+80</td></tr><tr><td>Степень защиты</td><td>IP20</td></tr><tr><td>Соответствие стандарту</td><td>ДСТУ IEC 60947-7-1</td></tr></tbody></table>","Колодка ТВ 1512 гвинтова в корпусі, АСКО-УКРЕМ","<h2>Опис товару</h2><p>Призначені для зручності монтажу електричних кабелів в колах керування, сигналізації, освітлення тощо.</p><p>Матеріал виготовлення: клеми − анодована мідь (латунь); - корпус − ABS-пластик; - кришка − полікарбонат.</p> <h2>Технічні характеристики</h2><table><tbody><tr><td>Тип клемника</td><td>захищений</td></tr><tr><td>Кількість клем</td><td>12</td></tr><tr><td>Номінальний струм, А</td><td>15</td></tr><tr><td>Колір</td><td>чорний</td></tr><tr><td>Діапазон робочих температур, °C</td><td>-15...+80</td></tr><tr><td>Ступінь захисту</td><td>IP20</td></tr><tr><td>Відповідність стандарту</td><td>ДСТУ IEC 60947-7-1</td></tr></tbody></table>",Русский ~ ,Русский ~ 12,Русский ~ ,Русский ~ 15,Русский ~ Черный
https://001.com.ua/kolodka-tb-1503-vintovaya-v-korpuse-asko-ukrem,new,,,https://001.com.ua/media/photos/asko/terminals/asko-kolodka-vintovaya-v-korpuse-tb-1503-photo.jpg ;; https://001.com.ua/media/photos/asko/terminals/gabaritnye-razmery-asko-kolodka-tb-1503-photo.jpg,"Колодка TB 1503 винтовая в корпусе, АСКО-УКРЕМ",Клеммники и клеммные колодки,АСКО-УКРЕМ,A0130050001,A0130050001,instock,1,12,"15,16","Колодка TB 1503 винтовая в корпусе, АСКО-УКРЕМ","<h2>Описание товара</h2><p>Предназначены для удобства монтажа электрических кабелей в цепях управления, сигнализации, освещения и т.п.</p><p>Материал изготовления: клеммы − анодированная медь (латунь); - корпус − ABS-пластик; - крышка − поликарбонат.</p> <h2>Технические характеристики</h2><table><tbody><tr><td>Тип клеммника</td><td>защищенный</td></tr><tr><td>Количество клемм</td><td>3</td></tr><tr><td>Номинальный ток, А</td><td>15</td></tr><tr><td>Цвет</td><td>черный</td></tr><tr><td>Диапазон рабочих температур, °C</td><td>-15...+80</td></tr><tr><td>Степень защиты</td><td>IP20</td></tr><tr><td>Соответствие стандарту</td><td>ДСТУ IEC 60947-7-1</td></tr></tbody></table>","Колодка ТВ 1503 гвинтова в корпусі, АСКО-УКРЕМ","<h2>Опис товару</h2><p>Призначені для зручності монтажу електричних кабелів в колах керування, сигналізації, освітлення тощо.</p><p>Матеріал виготовлення: клеми − анодована мідь (латунь); - корпус − ABS-пластик; - кришка − полікарбонат.</p> <h2>Технічні характеристики</h2><table><tbody><tr><td>Тип клемника</td><td>захищений</td></tr><tr><td>Кількість клем</td><td>3</td></tr><tr><td>Номінальний струм, А</td><td>15</td></tr><tr><td>Колір</td><td>чорний</td></tr><tr><td>Діапазон робочих температур, °C</td><td>-15...+80</td></tr><tr><td>Ступінь захисту</td><td>IP20</td></tr><tr><td>Відповідність стандарту</td><td>ДСТУ IEC 60947-7-1</td></tr></tbody></table>",Русский ~ ,Русский ~ 3,Русский ~ ,Русский ~ 15,Русский ~ Черный
https://001.com.ua/kolodka-tb-2503-vintovaya-v-korpuse-asko-ukrem,new,,,https://001.com.ua/media/photos/asko/terminals/asko-kolodka-vintovaya-v-korpuse-tb-2503-photo.jpg ;; https://001.com.ua/media/photos/asko/terminals/gabaritnye-razmery-asko-kolodka-tb-2503-photo.jpg,"Колодка TB 2503 винтовая в корпусе, АСКО-УКРЕМ",Клеммники и клеммные колодки,АСКО-УКРЕМ,A0130050007,A0130050007,instock,1,12,"24,30","Колодка TB 2503 винтовая в корпусе, АСКО-УКРЕМ","<h2>Описание товара</h2><p>Предназначены для удобства монтажа электрических кабелей в цепях управления, сигнализации, освещения и т.п.</p><p>Материал изготовления: клеммы − анодированная медь (латунь); - корпус − ABS-пластик; - крышка − поликарбонат.</p> <h2>Технические характеристики</h2><table><tbody><tr><td>Тип клеммника</td><td>защищенный</td></tr><tr><td>Количество клемм</td><td>3</td></tr><tr><td>Номинальный ток, А</td><td>25</td></tr><tr><td>Цвет</td><td>черный</td></tr><tr><td>Диапазон рабочих температур, °C</td><td>-15...+80</td></tr><tr><td>Степень защиты</td><td>IP20</td></tr><tr><td>Соответствие стандарту</td><td>ДСТУ IEC 60947-7-1</td></tr></tbody></table>","Колодка ТВ 2503 гвинтова в корпусі, АСКО-УКРЕМ","<h2>Опис товару</h2><p>Призначені для зручності монтажу електричних кабелів в колах керування, сигналізації, освітлення тощо.</p><p>Матеріал виготовлення: клеми − анодована мідь (латунь); - корпус − ABS-пластик; - кришка − полікарбонат.</p> <h2>Технічні характеристики</h2><table><tbody><tr><td>Тип клемника</td><td>захищений</td></tr><tr><td>Кількість клем</td><td>3</td></tr><tr><td>Номінальний струм, А</td><td>25</td></tr><tr><td>Колір</td><td>чорний</td></tr><tr><td>Діапазон робочих температур, °C</td><td>-15...+80</td></tr><tr><td>Ступінь захисту</td><td>IP20</td></tr><tr><td>Відповідність стандарту</td><td>ДСТУ IEC 60947-7-1</td></tr></tbody></table>",Русский ~ ,Русский ~ 3,Русский ~ ,Русский ~ 25,Русский ~ Черный
https://001.com.ua/kolodka-tb-1504-vintovaya-v-korpuse-asko-ukrem,new,,,https://001.com.ua/media/photos/asko/terminals/asko-kolodka-vintovaya-v-korpuse-tb-1504-photo.jpg ;; https://001.com.ua/media/photos/asko/terminals/gabaritnye-razmery-asko-kolodka-tb-1504-photo.jpg,"Колодка TB 1504 винтовая в корпусе, АСКО-УКРЕМ",Клеммники и клеммные колодки,АСКО-УКРЕМ,A0130050002,A0130050002,instock,1,12,"19,26","Колодка TB 1504 винтовая в корпусе, АСКО-УКРЕМ","<h2>Описание товара</h2><p>Предназначены для удобства монтажа электрических кабелей в цепях управления, сигнализации, освещения и т.п.</p><p>Материал изготовления: клеммы − анодированная медь (латунь); - корпус − ABS-пластик; - крышка − поликарбонат.</p> <h2>Технические характеристики</h2><table><tbody><tr><td>Тип клеммника</td><td>защищенный</td></tr><tr><td>Количество клемм</td><td>4</td></tr><tr><td>Номинальный ток, А</td><td>15</td></tr><tr><td>Цвет</td><td>черный</td></tr><tr><td>Диапазон рабочих температур, °C</td><td>-15...+80</td></tr><tr><td>Степень защиты</td><td>IP20</td></tr><tr><td>Соответствие стандарту</td><td>ДСТУ IEC 60947-7-1</td></tr></tbody></table>","Колодка ТВ 1504 гвинтова в корпусі, АСКО-УКРЕМ","<h2>Опис товару</h2><p>Призначені для зручності монтажу електричних кабелів в колах керування, сигналізації, освітлення тощо.</p><p>Матеріал виготовлення: клеми − анодована мідь (латунь); - корпус − ABS-пластик; - кришка − полікарбонат.</p> <h2>Технічні характеристики</h2><table><tbody><tr><td>Тип клемника</td><td>захищений</td></tr><tr><td>Кількість клем</td><td>4</td></tr><tr><td>Номінальний струм, А</td><td>15</td></tr><tr><td>Колір</td><td>чорний</td></tr><tr><td>Діапазон робочих температур, °C</td><td>-15...+80</td></tr><tr><td>Ступінь захисту</td><td>IP20</td></tr><tr><td>Відповідність стандарту</td><td>ДСТУ IEC 60947-7-1</td></tr></tbody></table>",Русский ~ ,Русский ~ 4,Русский ~ ,Русский ~ 15,Русский ~ Черный
https://001.com.ua/kolodka-tb-3504-vintovaya-v-korpuse-asko-ukrem,new,,,https://001.com.ua/media/photos/asko/terminals/asko-kolodka-vintovaya-v-korpuse-tb-3504-photo.jpg ;; https://001.com.ua/media/photos/asko/terminals/gabaritnye-razmery-asko-kolodka-tb-3504-photo.jpg,"Колодка TB 3504 винтовая в корпусе, АСКО-УКРЕМ",Клеммники и клеммные колодки,АСКО-УКРЕМ,A0130050014,A0130050014,instock,1,12,"34,42","Колодка TB 3504 винтовая в корпусе, АСКО-УКРЕМ","<h2>Описание товара</h2><p>Предназначены для удобства монтажа электрических кабелей в цепях управления, сигнализации, освещения и т.п.</p><p>Материал изготовления: клеммы − анодированная медь (латунь); - корпус − ABS-пластик; - крышка − поликарбонат.</p> <h2>Технические характеристики</h2><table><tbody><tr><td>Тип клеммника</td><td>защищенный</td></tr><tr><td>Количество клемм</td><td>4</td></tr><tr><td>Номинальный ток, А</td><td>35</td></tr><tr><td>Цвет</td><td>черный</td></tr><tr><td>Диапазон рабочих температур, °C</td><td>-15...+80</td></tr><tr><td>Степень защиты</td><td>IP20</td></tr><tr><td>Соответствие стандарту</td><td>ДСТУ IEC 60947-7-1</td></tr></tbody></table>","Колодка ТВ 3504 гвинтова в корпусі, АСКО-УКРЕМ","<h2>Опис товару</h2><p>Призначені для зручності монтажу електричних кабелів в колах керування, сигналізації, освітлення тощо.</p><p>Матеріал виготовлення: клеми − анодована мідь (латунь); - корпус − ABS-пластик; - кришка − полікарбонат.</p> <h2>Технічні характеристики</h2><table><tbody><tr><td>Тип клемника</td><td>захищений</td></tr><tr><td>Кількість клем</td><td>4</td></tr><tr><td>Номінальний струм, А</td><td>35</td></tr><tr><td>Колір</td><td>чорний</td></tr><tr><td>Діапазон робочих температур, °C</td><td>-15...+80</td></tr><tr><td>Ступінь захисту</td><td>IP20</td></tr><tr><td>Відповідність стандарту</td><td>ДСТУ IEC 60947-7-1</td></tr></tbody></table>",Русский ~ ,Русский ~ 4,Русский ~ ,Русский ~ 35,Русский ~ Черный
https://001.com.ua/universalnaya-3-provodnaya-klemma-0-2-4-mm2-prozrachnaya-wago-germaniya,new,,,https://001.com.ua/media/photos/wago/wago-klemma-221-413-photo.jpg ;; https://001.com.ua/media/photos/wago/wago-klemma-221-413-2-photo.jpg ;; https://001.com.ua/media/photos/wago/wago-klemma-221-photo.jpg ;; https://001.com.ua/media/photos/wago/gabaritnye-razmery-klemma-wago-221-413-photo.jpg,"Универсальная 3-проводная клемма 0,2-4 мм² прозрачная, WAGO (Германия)",Клеммники и клеммные колодки,WAGO,221-413,221-413,instock,1,12,"13,77","Универсальная 3-проводная клемма 0,2-4 мм² прозрачная, WAGO (Германия)","<h2>Описание товара</h2><ul><li>Универсальная компактная клемма для всех типов медных проводников.</li><li>Подключение без инструмента многожильных проводников от 0,14 до 4 мм², одножильных - от 0,2 до 4 мм².</li><li>Габаритные размеры меньше серии 222 на 40%.</li><li>100% прозрачность корпуса позволяет контролировать правильность вставки и зачистки проводника.</li><li>Возможность использования при высоких температурах.</li><li>Принцип действия: Откройте зажим с помощью оранжевого рычага до тех пор, пока рычаг не окажется в вертикальном положении. Теперь можно вставить проводник, вернуть рычаг в исходное положение, на один уровень с корпусом клеммы.</li></ul> <h2>Технические характеристики</h2><table><tbody><tr><td>Тип клеммника</td><td>самозажимный</td></tr><tr><td>Количество клемм</td><td>3</td></tr><tr><td>Сечение соединяемых проводов, мм²</td><td>0,2-4</td></tr><tr><td>Номинальный ток, А</td><td>32</td></tr><tr><td>Цвет</td><td>прозрачный/оранжевый</td></tr><tr><td>Номинальное напряжение, В</td><td>450</td></tr><tr><td>Длина зачистки изоляции провода, мм</td><td>11</td></tr><tr><td>Максимальная температура продолжительной эксплуатации, °C</td><td>105</td></tr></tbody></table>","Універсальна 3-провідна клема 0,2-4 мм² прозора, WAGO (Німеччина)","<h2>Опис товару</h2><ul><li>Універсальна компактна клема для всіх типів мідних провідників.</li><li>Підключення без інструменту багатожильних провідників від 0,14 до 4 мм², одножильних - від 0,2 до 4 мм².</li><li>Габаритні розміри менше серії 222 на 40%.</li><li>100% прозорість корпусу дозволяє контролювати правильність вставки і зачистки провідника.</li><li>Можливість використання при високих температурах.</li><li>Принцип дії: Відкрийте затиск за допомогою помаранчевого важеля до тих пір, поки важіль не опиниться в вертикальному положенні. Тепер можна вставити провідник, повернути важіль у вихідне положення, на один рівень з корпусом клеми.</li></ul> <h2>Технічні характеристики</h2><table><tbody><tr><td>Тип клемника</td><td>самозатискний</td></tr><tr><td>Кількість клем</td><td>3</td></tr><tr><td>Перетин приєднуваних проводів, мм²</td><td>0,2-4</td></tr><tr><td>Номінальний струм, А</td><td>32</td></tr><tr><td>Колір</td><td>прозорий/помаранчевий</td></tr><tr><td>Номінальна напруга, В</td><td>450</td></tr><tr><td>Довжина зачистки ізоляції проводу, мм</td><td>11</td></tr><tr><td>Максимальна температура тривалої есплуатації, °C</td><td>105</td></tr></tbody></table>",Русский ~ ,Русский ~ 3,"Русский ~ 0,2-4",Русский ~ 32,Русский ~ Прозрачный/оранжевый
https://001.com.ua/universalnaya-5-provodnaya-klemma-0-2-4-mm2-prozrachnaya-wago-germaniya,new,,,https://001.com.ua/media/photos/wago/wago-klemma-221-415-photo.jpg ;; https://001.com.ua/media/photos/wago/wago-klemma-221-415-2-photo.jpg ;; https://001.com.ua/media/photos/wago/wago-klemma-221-photo.jpg ;; https://001.com.ua/media/photos/wago/gabaritnye-razmery-klemma-wago-221-415-photo.jpg,"Универсальная 5-проводная клемма 0,2-4 мм² прозрачная, WAGO (Германия)",Клеммники и клеммные колодки,WAGO,221-415,221-415,instock,1,12,"21,97","Универсальная 5-проводная клемма 0,2-4 мм² прозрачная, WAGO (Германия)","<h2>Описание товара</h2><ul><li>Универсальная компактная клемма для всех типов медных проводников.</li><li>Подключение без инструмента многожильных проводников от 0,14 до 4 мм², одножильных - от 0,2 до 4 мм².</li><li>Габаритные размеры меньше серии 222 на 40%.</li><li>100% прозрачность корпуса позволяет контролировать правильность вставки и зачистки проводника.</li><li>Возможность использования при высоких температурах.</li><li>Принцип действия: Откройте зажим с помощью оранжевого рычага до тех пор, пока рычаг не окажется в вертикальном положении. Теперь можно вставить проводник, вернуть рычаг в исходное положение, на один уровень с корпусом клеммы.</li></ul> <h2>Технические характеристики</h2><table><tbody><tr><td>Тип клеммника</td><td>самозажимный</td></tr><tr><td>Количество клемм</td><td>5</td></tr><tr><td>Сечение соединяемых проводов, мм²</td><td>0,2-4</td></tr><tr><td>Номинальный ток, А</td><td>32</td></tr><tr><td>Цвет</td><td>прозрачный/оранжевый</td></tr><tr><td>Номинальное напряжение, В</td><td>450</td></tr><tr><td>Длина зачистки изоляции провода, мм</td><td>11</td></tr><tr><td>Максимальная температура продолжительной эксплуатации, °C</td><td>105</td></tr></tbody></table>","Універсальна 5-провідна клема 0,2-4 мм² прозора, WAGO (Німеччина)","<h2>Опис товару</h2><ul><li>Універсальна компактна клема для всіх типів мідних провідників.</li><li>Підключення без інструменту багатожильних провідників від 0,14 до 4 мм², одножильних - від 0,2 до 4 мм².</li><li>Габаритні розміри менше серії 222 на 40%.</li><li>100% прозорість корпусу дозволяє контролювати правильність вставки і зачистки провідника.</li><li>Можливість використання при високих температурах.</li><li>Принцип дії: Відкрийте затиск за допомогою помаранчевого важеля до тих пір, поки важіль не опиниться в вертикальному положенні. Тепер можна вставити провідник, повернути важіль у вихідне положення, на один рівень з корпусом клеми.</li></ul> <h2>Технічні характеристики</h2><table><tbody><tr><td>Тип клемника</td><td>самозатискний</td></tr><tr><td>Кількість клем</td><td>5</td></tr><tr><td>Перетин приєднуваних проводів, мм²</td><td>0,2-4</td></tr><tr><td>Номінальний струм, А</td><td>32</td></tr><tr><td>Колір</td><td>прозорий/помаранчевий</td></tr><tr><td>Номінальна напруга, В</td><td>450</td></tr><tr><td>Довжина зачистки ізоляції проводу, мм</td><td>11</td></tr><tr><td>Максимальна температура тривалої есплуатації, °C</td><td>105</td></tr></tbody></table>",Русский ~ ,Русский ~ 5,"Русский ~ 0,2-4",Русский ~ 32,Русский ~ Прозрачный/оранжевый
https://001.com.ua/universalnaya-3-provodnaya-klemma-0-08-2-5-mm2-seraya-wago-germaniya,new,,,https://001.com.ua/media/photos/wago/wago-klemma-222-413-photo.jpg ;; https://001.com.ua/media/photos/wago/wago-klemma-222-photo.jpg ;; https://001.com.ua/media/photos/wago/gabaritnye-razmery-klemma-wago-222-413-photo.jpg,"Универсальная 3-проводная клемма 0,08-2,5 мм² серая, WAGO (Германия)",Клеммники и клеммные колодки,WAGO,222-413,222-413,instock,1,12,"14,34","Универсальная 3-проводная клемма 0,08-2,5 мм² серая, WAGO (Германия)","<h2>Описание товара</h2><ul><li>Универсальная компактная клемма для всех типов медных проводников.</li><li>Подключение без инструмента многожильных проводников от 0,08 до 4 мм²/AWG 28...12, одножильных проводников от 0,08 до 2,5 мм²/AWG 14.</li><li>Принцип действия: Откройте зажим с помощью оранжевого рычага до тех пор, пока рычаг не окажется в вертикальном положении. Теперь можно вставить проводник, вернуть рычаг в исходное положение, на один уровень с корпусом клеммы.</li></ul> <h2>Технические характеристики</h2><table><tbody><tr><td>Тип клеммника</td><td>самозажимный</td></tr><tr><td>Количество клемм</td><td>3</td></tr><tr><td>Сечение соединяемых проводов, мм²</td><td>0,08-2,5</td></tr><tr><td>Номинальный ток, А</td><td>32</td></tr><tr><td>Цвет</td><td>серый/оранжевый</td></tr><tr><td>Номинальное напряжение, В</td><td>400</td></tr><tr><td>Длина зачистки изоляции провода, мм</td><td>9...10</td></tr><tr><td>Максимальная температура продолжительной эксплуатации, °C</td><td>85</td></tr></tbody></table>","Універсальна 3-провідна клема 0,08-2,5 мм² сіра, WAGO (Німеччина)","<h2>Опис товару</h2><ul><li>Універсальна компактна клема для всіх типів мідних провідників.</li><li>Підключення без інструменту багатожильних провідників від 0,08 до 4 мм²/AWG 28...12, одножильних провідників від 0,08 до 2,5 мм²/AWG 14.</li><li>Принцип дії: Відкрийте затиск за допомогою помаранчевого важеля до тих пір, поки важіль не опиниться в вертикальному положенні. Тепер можна вставити провідник, повернути важіль у вихідне положення, на один рівень з корпусом клеми.</li></ul> <h2>Технічні характеристики</h2><table><tbody><tr><td>Тип клемника</td><td>самозатискний</td></tr><tr><td>Кількість клем</td><td>3</td></tr><tr><td>Перетин приєднуваних проводів, мм²</td><td>0,08-2,5</td></tr><tr><td>Номінальний струм, А</td><td>32</td></tr><tr><td>Колір</td><td>сірий/помаранчевий</td></tr><tr><td>Номінальна напруга, В</td><td>400</td></tr><tr><td>Довжина зачистки ізоляції проводу, мм</td><td>9...10</td></tr><tr><td>Максимальна температура тривалої есплуатації, °C</td><td>85</td></tr></tbody></table>",Русский ~ ,Русский ~ 3,"Русский ~ 0,08-2,5",Русский ~ 32,Русский ~ Серый/оранжевый
https://001.com.ua/universalnaya-2-provodnaya-klemma-0-2-4-mm2-prozrachnaya-wago-germaniya,new,,,https://001.com.ua/media/photos/wago/wago-klemma-221-412-photo.jpg ;; https://001.com.ua/media/photos/wago/wago-klemma-221-412-2-photo.jpg ;; https://001.com.ua/media/photos/wago/wago-klemma-221-photo.jpg ;; https://001.com.ua/media/photos/wago/gabaritnye-razmery-klemma-wago-221-412-photo.jpg,"Универсальная 2-проводная клемма 0,2-4 мм² прозрачная, WAGO (Германия)",Клеммники и клеммные колодки,WAGO,221-412,221-412,instock,1,12,"11,02","Универсальная 2-проводная клемма 0,2-4 мм² прозрачная, WAGO (Германия)","<h2>Описание товара</h2><ul><li>Универсальная компактная клемма для всех типов медных проводников.</li><li>Подключение без инструмента многожильных проводников от 0,14 до 4 мм², одножильных - от 0,2 до 4 мм².</li><li>Габаритные размеры меньше серии 222 на 40%.</li><li>100% прозрачность корпуса позволяет контролировать правильность вставки и зачистки проводника.</li><li>Возможность использования при высоких температурах.</li><li>Принцип действия: Откройте зажим с помощью оранжевого рычага до тех пор, пока рычаг не окажется в вертикальном положении. Теперь можно вставить проводник, вернуть рычаг в исходное положение, на один уровень с корпусом клеммы.</li></ul> <h2>Технические характеристики</h2><table><tbody><tr><td>Тип клеммника</td><td>самозажимный</td></tr><tr><td>Количество клемм</td><td>2</td></tr><tr><td>Сечение соединяемых проводов, мм²</td><td>0,2-4</td></tr><tr><td>Номинальный ток, А</td><td>32</td></tr><tr><td>Цвет</td><td>прозрачный/оранжевый</td></tr><tr><td>Номинальное напряжение, В</td><td>450</td></tr><tr><td>Длина зачистки изоляции провода, мм</td><td>11</td></tr><tr><td>Максимальная температура продолжительной эксплуатации, °C</td><td>105</td></tr></tbody></table>","Універсальна 2-провідна клема 0,2-4 мм² прозора, WAGO (Німеччина)","<h2>Опис товару</h2><ul><li>Універсальна компактна клема для всіх типів мідних провідників.</li><li>Підключення без інструменту багатожильних провідників від 0,14 до 4 мм², одножильних - від 0,2 до 4 мм².</li><li>Габаритні розміри менше серії 222 на 40%.</li><li>100% прозорість корпусу дозволяє контролювати правильність вставки і зачистки провідника.</li><li>Можливість використання при високих температурах.</li><li>Принцип дії: Відкрийте затиск за допомогою помаранчевого важеля до тих пір, поки важіль не опиниться в вертикальному положенні. Тепер можна вставити провідник, повернути важіль у вихідне положення, на один рівень з корпусом клеми.</li></ul> <h2>Технічні характеристики</h2><table><tbody><tr><td>Тип клемника</td><td>самозатискний</td></tr><tr><td>Кількість клем</td><td>2</td></tr><tr><td>Перетин приєднуваних проводів, мм²</td><td>0,2-4</td></tr><tr><td>Номінальний струм, А</td><td>32</td></tr><tr><td>Колір</td><td>прозорий/помаранчевий</td></tr><tr><td>Номінальна напруга, В</td><td>450</td></tr><tr><td>Довжина зачистки ізоляції проводу, мм</td><td>11</td></tr><tr><td>Максимальна температура тривалої есплуатації, °C</td><td>105</td></tr></tbody></table>",Русский ~ ,Русский ~ 2,"Русский ~ 0,2-4",Русский ~ 32,Русский ~ Прозрачный/оранжевый
